s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,qc,c,pred,mse,score
n,n,n,n,n,n,n,y,n,n,n,y,s6,0.915439249,-0.06243719
n,n,n,n,n,n,y,y,y,n,n,y,s4,0.915962164,-0.052945314
n,n,n,y,n,n,y,n,y,n,y,n,s5,0.916171738,-0.021292492
n,n,y,n,n,y,n,y,n,n,n,n,s9,0.916443347,0.165789801
n,n,n,y,n,n,n,y,n,n,y,n,s8,0.916626813,0.042536937
n,n,n,n,y,n,y,y,y,n,n,n,s3,0.917095192,0.189697029
n,y,n,n,n,n,n,y,n,n,n,n,s6,0.917352468,-0.464048109
n,n,n,n,y,y,y,n,y,n,n,n,qc,0.917446872,0.142044964
n,n,y,n,n,n,n,n,y,n,y,n,s9,0.917713281,0.189495908
n,n,n,n,n,y,n,n,n,y,n,y,s6,0.917928656,-0.011265
n,n,y,n,n,n,y,n,n,n,n,n,c,0.918168737,-0.23634427
n,n,n,n,n,y,y,n,n,y,y,y,s4,0.918547136,0.096506276
n,n,n,n,n,n,y,n,n,n,n,n,s1,0.919597192,-0.032019272
n,n,n,n,n,n,n,y,n,n,y,y,s0,0.919682816,0.096637102
n,y,n,n,y,n,n,n,n,n,n,n,s2,0.919693349,0.242429991
n,n,n,n,n,n,n,y,y,y,y,n,s3,0.919844442,0.147392104
n,n,n,n,n,n,n,y,y,n,y,n,s2,0.920124645,-0.032872344
n,n,y,n,n,y,n,n,y,n,n,n,c,0.920241646,-0.058092984
n,n,n,n,y,n,n,n,n,y,y,y,s3,0.920241697,0.422526224
n,n,y,n,n,y,n,n,n,n,y,n,s3,0.920340946,0.061503906
n,n,n,n,n,n,y,n,y,y,y,n,s4,0.92063858,-0.050614871
n,n,n,y,n,n,n,y,n,n,n,y,s8,0.920726203,0.124610872
n,n,n,n,y,n,y,n,n,n,n,n,qc,0.920761747,-0.107209367
n,n,n,n,n,n,n,y,y,y,n,n,s6,0.920946402,-0.136747541
n,n,n,n,n,n,n,n,y,n,n,n,s6,0.921123443,0.029399418
n,n,n,n,y,y,y,n,n,n,n,n,s2,0.921189988,0.271690523
n,n,n,n,n,n,y,y,y,n,n,n,s3,0.921338304,-0.001388706
n,n,n,n,n,n,y,n,y,y,n,n,s2,0.921338693,-0.098215264
n,n,n,n,n,y,n,n,n,n,n,n,s4,0.921903449,0.160391233
n,n,n,y,n,n,y,n,n,n,n,y,s7,0.922010204,0.197507296
n,n,n,n,y,n,y,n,n,n,n,y,s3,0.922081768,-0.078096033
n,n,y,n,n,n,n,y,n,n,n,n,c,0.922794057,-0.117571542
n,n,n,y,n,n,y,n,n,y,n,y,s4,0.922956878,-0.092368313
n,n,n,n,n,y,n,n,n,n,n,n,s9,0.922975542,0.001309245
n,y,n,n,n,n,n,n,n,y,n,n,s4,0.923368723,0.138617166
n,n,n,n,n,y,n,n,y,y,y,y,s7,0.923547457,0.124861751
n,n,n,n,n,n,y,y,n,n,n,n,s8,0.923581067,0.185977106
n,n,n,n,n,n,n,n,n,y,n,n,s7,0.923913276,0.222189471
n,n,n,y,n,y,n,n,n,n,n,y,s6,0.923940103,-0.184001318
n,n,n,n,y,y,n,n,n,n,y,y,s7,0.925395476,0.014067358
n,n,n,y,n,n,n,n,y,y,n,n,s4,0.925445389,-0.055459859
n,n,n,n,n,y,n,n,y,y,n,y,s6,0.925466106,0.170981623
n,n,n,n,n,n,n,y,n,n,n,n,qc,0.926047344,-0.003721234
n,n,n,n,n,n,n,y,n,y,y,y,s6,0.926585654,0.09591869
n,n,y,n,n,n,n,y,n,n,n,n,s9,0.92686935,0.281863137
n,n,n,y,n,n,n,n,n,y,n,n,c,0.926999729,0.183537574
n,n,n,n,n,n,n,n,n,y,n,y,qc,0.927107879,-0.331983341
n,n,n,n,y,n,y,n,n,n,n,y,s8,0.927591643,0.027139589
n,n,n,n,y,y,n,n,n,n,y,y,s9,0.928006581,0.155264145
n,n,n,n,n,y,y,n,y,n,y,n,s3,0.92866188,0.069539785
n,n,n,y,n,n,n,n,n,y,y,y,s5,0.929158207,-0.071464675
n,n,y,n,n,y,y,n,n,n,n,n,qc,0.929240636,0.080488761
n,n,n,n,y,n,n,y,y,y,n,n,qc,0.929263336,-0.07423255
n,n,n,n,n,y,y,n,y,n,y,n,c,0.929464881,-0.309216856
n,n,n,n,y,n,n,n,n,n,y,y,s9,0.929678408,-0.143544041
n,n,n,n,y,y,n,n,y,y,y,n,c,0.929750673,-0.08517489
n,n,n,n,n,y,y,n,n,n,y,y,s8,0.930129754,-0.081142857
n,n,y,n,n,n,y,y,n,n,n,n,s5,0.930239702,0.125659523
n,n,n,n,y,y,n,n,n,n,n,n,s3,0.930690304,-0.121025041
n,n,n,n,y,n,y,n,y,n,y,n,s7,0.93078874,0.171454576
n,n,n,n,n,n,n,y,y,n,n,n,s4,0.930814074,-0.026715548
n,n,n,n,y,n,y,n,n,n,n,n,s3,0.931249888,-0.531575356
n,n,n,n,n,n,y,n,y,n,y,y,s7,0.931350204,0.106140283
n,n,n,n,n,y,n,y,n,y,n,n,c,0.932470503,0.114088952
n,n,n,n,n,n,n,n,n,y,y,y,s5,0.932531114,0.049166277
n,n,n,y,y,n,n,y,y,n,n,n,s6,0.934058747,-0.084046541
n,n,n,n,n,n,y,n,n,y,n,y,s4,0.934078313,0.024061694
n,n,n,n,n,n,y,y,n,n,n,n,s3,0.934119244,0.122261103
n,n,n,n,n,n,n,y,n,n,y,n,s0,0.934823981,0.043649189
n,n,n,y,n,n,n,n,y,y,n,n,c,0.934937066,0.089768117
n,n,n,y,n,n,n,n,y,n,n,y,s4,0.935734588,-0.027922809
n,y,n,n,n,n,n,n,n,n,y,n,s7,0.935932841,-0.200946971
n,n,n,n,n,y,n,n,n,n,n,y,s7,0.936141472,0.014111899
n,n,n,y,n,n,n,n,n,n,n,y,s8,0.936552163,0.021723902
n,n,n,y,n,y,n,y,n,n,n,y,s6,0.937201977,0.022918501
n,n,n,y,y,n,n,n,n,n,y,n,s9,0.937214971,-0.116933568
n,n,n,n,n,n,n,n,y,y,n,y,s6,0.937567926,-0.118906739
n,n,n,n,n,y,n,n,y,n,n,n,s7,0.937579297,0.190806693
n,n,n,n,y,n,n,y,n,y,n,n,s2,0.937864556,0.103840121
n,y,n,y,n,n,n,n,n,n,n,n,s6,0.937865011,-0.109396001
n,n,y,n,y,y,n,n,n,n,n,n,s7,0.937976398,-0.530729838
n,n,n,n,n,y,n,n,y,y,n,n,s4,0.93827634,0.112382276
n,n,y,n,n,n,n,n,y,y,n,n,s3,0.938287011,0.048609456
n,n,n,y,n,n,n,y,y,n,n,n,s4,0.93835342,0.119835912
n,n,n,n,n,y,n,n,n,y,n,n,s7,0.938490436,-0.005091974
n,n,n,y,n,n,n,n,n,n,n,n,s8,0.939220759,-0.098316264
n,n,n,n,n,n,y,y,y,y,y,n,s5,0.940216422,0.165138889
n,y,y,n,n,n,n,n,n,n,n,n,s4,0.940843424,0.341981457
n,n,n,n,n,y,n,y,n,y,y,y,s4,0.940975365,0.034028384
n,n,n,n,y,n,y,y,n,n,n,n,s9,0.941263811,-0.197504577
n,n,n,n,n,y,n,n,n,n,n,n,s1,0.941492622,0.08733527
n,n,n,y,n,n,n,n,n,n,n,n,s4,0.942100547,-0.563791783
n,n,y,n,n,y,y,n,n,n,n,n,s4,0.943136498,0.064491367
n,n,n,n,y,n,n,y,y,n,y,y,s5,0.943732496,0.143453888
n,y,n,n,n,n,n,n,n,y,n,n,s6,0.943782633,-0.179730835
n,n,n,y,n,y,n,n,n,n,y,y,s4,0.944006207,0.024527473
n,n,n,n,n,y,n,n,n,n,y,n,s1,0.945248803,-0.060806829
n,n,n,n,y,y,n,y,n,y,n,n,qc,0.945419202,-0.02018668
n,n,n,n,n,y,n,y,y,n,n,n,c,0.945509304,-0.170431272
n,n,n,n,y,n,n,n,n,y,y,n,s7,0.945748565,0.264067678
n,n,y,y,n,n,y,n,n,n,n,n,s5,0.9459016,0.221707052
n,n,n,n,n,n,y,n,y,n,y,y,s3,0.94650974,0.110618456
n,n,y,y,n,y,n,n,n,n,n,n,s9,0.946628147,-0.331326053
n,n,n,n,y,y,n,n,n,y,n,y,s7,0.946679649,0.018100525
n,n,n,n,n,n,n,n,y,n,y,n,s0,0.946918358,0.308054504
n,n,n,n,y,y,y,y,n,n,y,n,c,0.946919676,0.086266087
n,n,n,y,n,n,n,n,n,y,n,n,s1,0.946923119,-0.100809092
n,n,n,n,n,n,y,y,n,n,n,y,s8,0.947256139,0.171721563
n,n,n,y,n,n,y,y,n,n,n,n,s9,0.94738402,0.15575345
n,n,n,n,n,n,y,y,n,y,n,n,s4,0.947390339,-0.08840832
n,n,y,n,n,y,n,n,n,n,n,n,s1,0.947726039,-0.196812828
n,n,n,n,n,y,n,y,y,n,n,n,s3,0.94818405,-0.000278421
n,n,y,n,n,n,n,y,y,n,n,n,s5,0.949334226,-0.015410915
n,n,n,n,n,n,y,y,n,n,n,n,qc,0.949372512,-0.145480451
n,n,n,n,n,y,n,n,y,n,n,n,s4,0.950027673,-0.268051357
n,n,n,n,n,n,n,n,n,n,n,y,s9,0.950138151,-0.066987259
n,n,n,n,y,n,n,y,y,n,n,n,s5,0.950552729,-0.119936977
n,n,n,y,n,n,n,n,n,y,y,y,s6,0.950609296,-0.079492308
n,n,n,y,n,n,n,n,n,n,n,n,s1,0.950717911,0.114348395
n,n,n,n,y,n,n,y,n,y,n,n,s6,0.950763327,-0.364011068
n,n,n,n,n,y,n,n,n,n,n,y,s0,0.951593775,0.0916222
n,n,y,n,n,n,n,n,n,n,n,n,s8,0.95200021,-0.50792039
n,n,y,n,n,n,n,n,n,y,n,y,s7,0.952058025,-0.244944373
n,n,n,n,n,n,y,n,n,n,y,y,s0,0.952094341,0.0855093
n,n,n,n,y,y,y,n,n,n,y,n,c,0.952596151,0.138862534
n,n,n,n,y,n,n,n,n,y,n,n,s5,0.952626406,-0.018932241
n,n,n,y,n,y,n,y,n,n,n,y,qc,0.952720566,-0.160404014
n,n,n,n,n,y,n,n,y,y,n,y,qc,0.953239075,-0.321899781
n,n,y,n,n,y,y,n,n,n,n,n,c,0.953264561,-0.188339027
n,n,y,n,n,n,y,y,n,n,n,n,s8,0.953421884,0.260076247
n,n,n,n,n,n,n,y,n,y,n,y,s5,0.953918614,-0.001637088
n,n,y,n,n,n,y,n,n,y,n,n,s5,0.954022329,-0.234109751
n,n,y,n,n,n,n,n,y,n,n,n,s6,0.954115677,0.183468808
n,n,n,n,y,n,n,n,y,n,n,n,s7,0.954494908,0.16835344
n,n,n,y,y,n,n,n,n,n,n,y,s8,0.955197966,0.091836518
n,n,n,n,n,y,y,n,n,n,n,y,s2,0.956439293,-0.082085532
n,n,n,n,n,n,n,y,n,y,n,n,s6,0.956470804,-0.002124251
n,n,y,n,n,n,n,n,n,n,n,y,qc,0.956532979,-0.152943973
n,n,n,n,y,n,y,n,y,y,n,n,s3,0.956676147,0.238596635
n,n,n,y,n,n,n,y,y,n,n,n,s2,0.956911504,-0.194714678
n,n,n,n,n,y,n,y,n,n,y,n,c,0.957426641,-0.442813885
n,n,n,n,n,n,y,n,y,n,n,n,s2,0.957458357,-0.082583154
n,n,n,n,n,n,y,y,y,y,n,n,s4,0.957574977,-0.090120048
n,n,n,n,n,n,n,y,n,n,y,n,s8,0.957584323,0.147256351
n,n,n,n,n,y,n,n,n,n,y,n,s0,0.957946278,0.170945016
n,n,n,n,y,y,n,y,n,n,n,n,s2,0.958529117,-0.045832589
n,y,n,n,n,n,n,n,n,y,n,n,qc,0.95915833,0.151546102
n,n,n,n,y,n,n,y,n,y,y,n,s6,0.959344093,0.096789048
n,n,n,n,n,y,n,n,y,n,n,n,s6,0.960459337,0.004296942
n,n,n,y,y,y,n,n,n,n,n,y,s6,0.96064372,0.004804667
n,n,n,n,y,n,n,n,n,n,n,y,s1,0.962171109,0.005675842
n,n,n,n,n,y,n,n,y,n,n,n,s1,0.962461115,-0.062384118
n,n,n,n,n,n,n,y,n,y,n,y,s2,0.962463808,-0.265915022
n,n,n,y,n,y,n,y,y,n,n,n,c,0.963018314,0.06156894
n,n,n,n,y,y,y,n,n,y,n,n,s7,0.963111261,0.138955083
n,n,n,n,y,y,n,n,n,n,n,y,s8,0.963489731,0.030278418
n,y,n,y,n,n,n,n,n,n,n,n,s5,0.964071462,-0.065224781
n,n,n,n,n,y,n,y,n,n,n,n,s3,0.964078418,-0.026854352
n,n,n,n,n,n,n,y,n,n,n,n,s5,0.964159481,0.040312276
n,n,n,y,n,n,n,y,y,n,n,n,c,0.964554054,0.135409361
n,n,n,n,n,y,n,n,n,n,y,n,s3,0.965501616,-0.166871262
n,n,n,y,n,y,y,n,n,y,n,n,qc,0.965502618,-0.033811579
n,n,n,n,y,n,y,n,n,n,n,n,c,0.965703288,-0.471462198
n,n,y,y,n,n,n,n,y,n,n,n,s4,0.965765738,0.287173312
n,n,y,y,n,n,n,n,n,n,y,n,s8,0.96586707,0.268055116
n,n,n,y,n,n,n,y,n,n,n,y,s6,0.966234002,-0.52883818
n,n,y,n,n,n,n,n,n,y,n,y,s3,0.966421382,0.047657078
n,n,n,n,n,n,n,n,y,y,n,n,s3,0.96642287,-0.174907513
n,n,n,y,n,n,n,n,y,y,y,n,s6,0.966474031,0.074133442
n,n,n,y,n,n,n,y,n,n,n,y,s9,0.966775924,0.126005772
n,n,y,n,n,n,y,n,y,n,n,n,s7,0.967288289,0.071648846
n,n,n,n,y,n,n,n,n,y,n,y,qc,0.967918011,-0.168649555
n,n,n,n,n,n,y,y,n,n,y,y,s4,0.968050886,0.125141759
n,n,n,n,n,y,n,y,n,n,y,y,s3,0.96808262,0.287936066
n,n,n,n,y,y,n,n,n,n,y,y,s8,0.968366237,0.082701525
n,n,n,n,n,n,y,y,n,n,n,n,s9,0.968496444,0.249610533
n,n,n,n,n,n,y,y,n,y,n,n,s2,0.969747199,0.156594668
n,n,n,y,n,n,n,y,n,y,n,n,qc,0.969910863,-0.039262032
n,n,n,y,n,n,y,n,y,n,n,y,s7,0.970743689,-0.022329083
n,n,n,n,y,n,y,n,y,y,n,n,s7,0.970944662,0.198188439
n,n,n,y,y,n,n,n,n,y,n,n,c,0.971315963,0.122686501
n,n,n,n,y,y,y,n,n,n,n,y,s8,0.971367848,-0.048653217
n,n,n,n,y,n,n,y,n,n,n,y,qc,0.97167461,-0.041748877
n,n,y,n,n,n,n,n,n,n,y,n,s6,0.971677909,0.152721437
n,n,n,n,n,y,n,y,n,y,y,y,s6,0.971981345,-0.127172471
n,n,n,n,n,y,y,n,n,y,y,y,s7,0.972057954,-0.155375723
n,n,n,n,n,n,y,y,n,n,y,n,s3,0.972333642,0.089333131
n,n,n,y,n,n,y,n,y,n,n,n,c,0.972840771,0.031567129
n,n,n,n,y,y,n,n,n,y,n,n,c,0.973201067,0.236520019
n,n,n,n,n,n,n,n,y,n,n,n,s1,0.97350979,0.131033298
n,n,n,y,n,n,n,n,n,y,y,n,s5,0.973544019,0.095124555
n,n,n,n,y,n,n,n,y,y,y,n,s7,0.973708113,0.078392106
n,n,n,n,y,n,y,n,y,n,n,y,s3,0.973890188,-0.456549126
n,n,n,n,n,y,n,y,n,n,n,y,s2,0.973908316,0.088505121
n,n,n,y,y,y,n,n,n,n,y,n,c,0.974290943,-0.214550502
n,n,n,y,n,n,y,n,y,n,n,n,s2,0.97485153,-0.063641658
n,n,n,y,y,n,n,y,n,n,n,y,s8,0.975830863,0.119853595
n,n,n,y,y,n,n,n,y,n,y,n,s6,0.976370802,0.007320588
n,n,n,n,n,n,n,y,n,y,n,n,s3,0.976721686,0.194513179
n,n,n,n,y,y,n,y,n,n,n,y,qc,0.978069308,-0.293554095
n,n,n,n,n,n,n,n,y,y,y,n,s6,0.978577001,0.231581163
n,n,n,n,n,n,n,n,y,n,n,n,s7,0.978879405,0.313614101
n,n,n,n,n,n,y,n,y,y,y,n,s5,0.97930601,-0.000559285
n,n,n,n,y,y,y,y,n,n,n,y,s9,0.979441956,0.014755179
n,n,n,n,y,n,y,n,y,y,n,y,s7,0.979578364,-0.164314387
n,n,n,y,n,n,n,n,n,n,y,y,s5,0.979826468,-0.054768841
y,n,n,n,n,n,n,n,n,n,n,n,c,0.980076448,-0.051764918
n,n,y,y,n,n,n,n,y,n,n,n,s6,0.980221778,-0.182234903
n,n,n,n,n,y,n,y,y,n,n,n,s4,0.980250323,-0.391338159
n,y,n,n,n,n,n,n,n,n,y,n,s6,0.980416099,0.162902031
n,n,n,y,n,n,n,n,n,n,n,n,s6,0.980535737,-0.137986638
n,n,n,n,n,y,y,n,y,n,y,n,s4,0.980586897,-0.163505391
n,n,n,y,n,n,n,n,n,n,n,y,s5,0.980773288,-0.074806096
n,n,n,y,n,y,n,n,y,y,n,n,c,0.980946838,0.092184683
n,n,n,y,n,y,n,n,n,n,n,n,c,0.981310578,0.155823137
n,n,y,n,n,n,n,y,n,n,n,n,s4,0.981442174,0.106167296
n,n,y,n,n,n,y,n,n,y,n,n,s7,0.981927037,0.246606954
n,n,n,n,y,y,n,n,y,n,y,y,s6,0.983042757,0.158713043
n,n,n,y,n,y,n,n,y,n,n,n,c,0.983462364,-0.124395496
n,n,n,y,n,y,n,y,n,n,n,y,s4,0.983615968,-0.051052678
n,n,n,y,n,n,y,n,n,y,n,n,s2,0.983669275,-0.019123455
n,n,n,y,n,n,y,y,n,n,n,n,s4,0.983691074,0.091358564
n,n,n,n,y,n,n,n,n,n,y,n,s3,0.983818661,-0.130938522
n,n,n,n,y,n,y,y,n,n,y,n,s8,0.984005641,-0.293544737
n,n,y,n,n,n,y,y,n,n,n,n,s4,0.984588694,-0.066023078
n,n,n,n,y,y,n,y,n,y,n,y,qc,0.984829613,-0.065425968
n,n,n,n,n,y,n,n,n,y,y,n,c,0.985085782,-0.022789404
n,n,n,n,n,y,n,y,y,n,y,y,s6,0.985230729,0.23004235
n,n,n,n,n,n,n,y,n,n,y,y,s1,0.985794624,0.298194447
n,n,y,n,y,n,n,n,n,y,n,n,qc,0.985870412,-0.275515468
n,n,y,y,n,n,n,n,n,n,n,n,qc,0.986001543,-0.061253771
n,n,n,n,n,y,n,y,n,n,n,n,qc,0.986104568,-0.055170485
n,n,n,n,n,n,n,n,y,n,y,n,s3,0.986827977,0.053531787
n,n,y,n,y,n,n,n,n,y,n,n,s3,0.986931525,0.039965049
n,n,n,y,n,y,n,y,n,y,n,n,c,0.987612302,0.066708056
n,n,n,n,n,y,n,y,y,y,n,y,s4,0.987652323,0.020335575
n,n,n,n,n,n,n,y,y,n,n,n,s2,0.988389222,0.179697871
n,n,n,y,y,n,n,y,y,n,n,n,c,0.988538767,-0.201645032
n,n,n,n,y,y,y,n,n,n,y,n,s9,0.988548081,0.13530009
n,n,n,n,n,y,n,n,n,n,y,n,s8,0.988655613,-0.031307128
n,n,y,n,n,n,n,n,n,y,y,n,s4,0.98906994,-0.170616622
n,n,y,y,n,n,n,n,n,n,n,n,s9,0.989213642,-0.082200731
n,n,n,y,n,n,n,y,n,n,n,n,s1,0.989241411,0.258505917
n,n,y,y,n,n,y,n,n,n,n,n,s8,0.989378307,-0.215830208
n,n,n,n,y,y,n,y,n,n,n,n,s9,0.989568745,0.004568392
n,n,n,n,n,n,y,n,n,y,n,y,s2,0.990196467,-0.00308844
n,n,n,n,y,y,n,n,n,n,n,y,s7,0.990247672,0.100020899
n,n,n,n,y,n,y,n,n,n,y,n,s5,0.990332707,-0.009769776
n,n,y,n,y,n,y,n,n,n,n,n,s9,0.990837845,-0.142969589
n,n,y,n,n,n,n,n,n,y,n,n,s6,0.990944861,0.211807378
n,n,y,n,n,n,n,n,y,y,n,n,s7,0.991278264,0.095084627
n,n,n,n,n,y,n,y,n,y,n,n,s6,0.991279917,-0.033460547
n,n,n,n,n,n,n,n,y,y,y,n,c,0.991759543,-0.218103533
n,n,n,y,y,y,n,y,n,n,n,n,s6,0.991932402,0.000448214
n,n,n,n,y,y,n,y,n,n,y,n,c,0.992623305,-0.079127377
n,n,n,n,n,n,y,n,n,y,y,n,s4,0.993210693,0.157466313
n,y,n,n,y,n,n,n,n,n,n,n,s7,0.993380195,-0.712909003
n,n,n,n,y,n,n,n,n,y,y,n,s2,0.99344318,0.098657113
n,y,n,n,n,n,n,n,n,n,n,y,s7,0.993458303,-0.11021989
n,n,y,n,n,n,y,n,n,n,n,n,qc,0.993717767,0.051721589
n,n,n,y,n,n,n,y,n,n,n,n,c,0.994063833,-0.065698958
n,n,y,n,n,n,n,n,y,y,n,n,c,0.994083749,0.015034903
n,n,n,n,y,y,y,n,n,n,n,n,s7,0.994530596,-0.208277404
n,n,n,y,n,y,y,n,n,n,n,y,s9,0.995183013,0.080721102
n,n,n,n,y,n,n,y,n,n,n,y,s8,0.995278306,0.039553423
n,n,n,n,y,n,n,n,n,y,y,n,s5,0.995327799,0.220645452
n,n,y,n,n,y,n,n,n,n,n,y,qc,0.996263041,-0.113713428
n,n,n,y,n,y,n,y,n,y,n,n,s4,0.996629956,-0.094817567
n,n,n,y,n,n,n,n,n,n,n,n,qc,0.997088193,-0.089629462
n,n,n,y,n,n,n,n,y,y,n,n,qc,0.997269684,0.150523566
n,n,n,n,n,y,n,n,n,n,n,n,s2,0.997932791,0.142850401
n,n,n,n,n,n,n,n,y,n,n,y,s6,0.998314658,-0.394290627
n,y,n,n,y,n,n,n,n,n,n,n,s5,0.998531215,0.013436818
n,n,n,y,n,y,n,n,y,n,n,y,s6,0.998676218,-0.172871079
n,n,n,y,y,n,n,n,y,y,n,n,s5,0.998831055,0.00134544
n,n,n,n,n,n,n,y,y,n,y,n,s5,0.999419997,-0.250923157
n,n,n,n,n,y,n,n,y,y,y,y,s4,0.999930852,-0.100371887
n,n,n,n,y,n,n,n,y,y,n,n,s3,1.000231786,0.080007836
n,n,n,n,n,y,n,n,n,y,n,y,s3,1.000807019,0.036907726
n,n,y,n,n,y,n,n,n,n,n,n,c,1.001915493,0.026121333
n,n,n,n,n,y,y,y,n,n,n,n,s2,1.002168466,-0.22583383
n,n,n,n,n,n,n,n,n,y,y,y,s0,1.002253239,-0.154997639
n,n,n,y,y,y,n,n,n,y,n,n,c,1.002339032,0.137034556
n,n,y,n,n,y,n,n,n,n,n,n,s8,1.002358652,-0.537282907
n,n,n,y,n,n,n,n,n,n,n,n,s7,1.003161969,-0.152378669
n,n,n,n,n,n,n,y,y,n,n,y,s4,1.003393581,-0.23095094
n,n,n,y,y,n,n,y,n,y,n,n,qc,1.003456735,0.024391235
n,n,n,n,y,n,n,n,y,n,n,y,s3,1.004667608,0.05904983
n,n,y,n,n,n,n,n,n,n,y,n,s5,1.004822098,-0.032937146
n,n,y,n,n,n,n,n,n,n,n,y,s5,1.004871544,0.158353978
n,n,n,y,n,n,n,y,n,n,n,n,s9,1.004929335,-0.016915755
n,n,n,n,n,n,y,n,n,n,n,y,s1,1.005444281,0.030005207
n,n,y,n,n,y,n,y,n,n,n,n,s4,1.005700778,0.238572119
n,n,n,n,n,n,y,n,y,y,n,y,s3,1.005745236,0.106973505
n,n,n,n,n,n,y,y,n,y,n,n,qc,1.005819522,-0.220315992
n,n,n,n,n,n,y,y,n,n,n,n,s4,1.00659226,-0.031080304
n,n,n,n,y,y,y,n,n,n,y,n,s7,1.007378857,0.18847059
n,n,n,y,n,y,n,n,n,y,n,n,s7,1.007555333,-0.004505066
n,n,n,n,n,n,n,n,n,y,y,n,s7,1.007740999,0.229675288
n,n,n,y,n,y,n,y,n,n,n,n,s8,1.007742246,0.035950584
n,n,n,n,n,y,y,y,n,n,n,n,s9,1.008004929,-0.239888999
n,n,n,n,y,y,n,n,n,y,n,n,s3,1.008837127,0.118939719
n,n,n,n,y,y,n,y,n,y,n,n,c,1.009175626,0.006336744
n,n,y,n,n,n,n,n,y,n,n,y,s3,1.009280614,0.071684914
n,n,n,y,y,n,n,n,n,y,n,n,s5,1.009373922,0.097343121
n,n,n,n,n,y,n,y,n,n,n,y,s4,1.009493152,-0.002915502
n,n,n,n,n,y,n,y,n,y,n,y,s4,1.00991323,-0.152493368
n,n,n,y,y,y,n,y,n,n,n,n,s8,1.010966678,-0.204074436
n,n,n,n,y,n,n,n,y,y,n,n,s7,1.011256612,0.210103523
n,n,n,n,y,n,y,n,n,y,n,y,s7,1.011542162,-0.162005385
n,n,n,y,n,y,n,n,y,y,n,n,s6,1.011890179,-0.001210521
n,n,n,y,n,n,y,y,n,y,n,n,qc,1.012922648,-0.285999393
n,n,n,n,y,n,y,n,y,n,n,n,qc,1.013225911,0.040499201
n,n,y,n,n,y,n,n,n,y,n,n,c,1.013311717,-0.152322072
n,n,n,y,n,n,n,y,n,n,n,n,s8,1.013447582,-0.179761998
n,n,n,n,n,n,y,n,n,y,n,y,s3,1.013607542,-0.101674749
n,n,n,n,n,y,y,y,y,n,n,n,s4,1.014945935,-0.109752271
n,n,y,n,n,n,n,y,n,y,n,n,s4,1.014963628,0.142109133
n,n,n,n,n,y,y,y,y,y,n,y,qc,1.014978801,-0.35097597
n,n,n,n,y,n,n,n,y,y,y,n,s6,1.015675717,-0.115620916
n,n,n,n,n,y,n,y,n,n,y,y,s6,1.015699877,0.152385428
n,n,n,n,n,n,n,y,n,n,n,n,s1,1.015782054,0.082011971
n,n,n,n,n,n,n,y,n,n,n,n,c,1.016066343,-0.017181106
n,n,n,n,y,n,n,n,y,n,n,n,s6,1.017930881,0.037332669
n,n,n,n,n,y,n,y,y,n,n,n,s2,1.018420346,-0.06875306
n,n,n,y,n,n,n,y,n,n,y,n,s6,1.018454147,0.125874315
n,n,n,y,n,y,n,n,n,n,y,n,s9,1.018632084,0.056122387
n,n,n,n,n,n,n,y,y,n,n,y,s5,1.019124264,0.118086241
n,n,n,n,n,y,n,y,n,n,n,y,s6,1.019125667,-0.266403628
n,n,n,n,n,n,y,n,n,n,y,y,s4,1.019575197,0.144364123
n,n,n,n,y,n,n,n,y,y,n,n,qc,1.020199551,-0.396341438
n,y,n,n,n,n,n,n,n,n,n,n,qc,1.021519921,-0.029437427
n,n,y,n,n,n,n,n,n,y,n,y,s4,1.021605719,0.157325117
n,n,n,n,n,y,y,y,n,y,n,n,qc,1.022346834,-0.228434066
n,n,n,n,n,y,y,n,n,n,y,n,s7,1.022399786,-0.215211384
n,n,n,n,n,n,y,n,n,n,n,y,s4,1.02275133,-0.241738698
n,n,n,n,n,y,y,n,n,y,n,y,s7,1.022999366,0.155201372
n,n,n,n,n,n,n,y,n,n,n,y,s1,1.023628144,-0.181652742
n,n,n,n,n,y,n,n,y,n,n,y,s7,1.023813775,-0.216892033
n,n,n,n,y,n,y,n,n,y,n,n,s7,1.023907255,-0.217003143
n,n,n,n,n,n,y,n,n,n,y,y,s8,1.023997532,0.139655723
y,n,n,n,n,n,n,n,n,n,n,n,qc,1.024192652,-0.021439996
n,n,n,n,n,n,n,n,y,n,n,n,s4,1.024567218,-0.224963968
n,n,n,y,n,n,y,n,y,y,n,n,qc,1.025513532,-0.135234712
n,n,n,n,n,y,y,n,y,n,n,n,s2,1.025534924,-0.118941329
n,n,n,n,y,n,y,y,n,y,y,n,c,1.025642431,-0.553878392
n,n,n,y,y,n,n,n,y,y,n,n,s6,1.025767853,-0.136003795
n,n,n,n,y,n,n,n,n,y,n,n,s2,1.026229168,0.079633371
n,n,n,n,n,y,y,n,y,y,n,n,s7,1.026637235,-0.213235042
n,n,n,n,n,n,n,n,n,n,y,y,s1,1.026869884,-0.046876872
n,n,y,y,n,n,n,n,n,n,y,n,s6,1.02728137,0.080335116
n,n,n,n,y,n,n,n,y,y,y,y,s7,1.027498522,-0.731803279
n,y,n,n,n,y,n,n,n,n,n,n,qc,1.027715755,-0.159248288
n,n,n,n,n,y,y,y,n,n,n,n,s4,1.027732939,-0.017274729
