s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,qc,c1,c2,c3,pred,mse,score,numPredictors
n,n,y,n,n,y,n,n,n,n,y,n,n,n,s9,0.647695522,0.443295567,3
n,n,y,n,n,y,n,n,n,n,y,n,n,n,c2,0.433739261,0.592248666,3
n,n,y,n,n,y,n,n,n,n,y,n,n,n,c3,0.767376712,0.248488615,3
n,n,y,n,n,y,n,n,n,n,n,n,y,n,s3,0.926654246,-0.212823134,3
n,n,y,n,n,y,n,n,n,n,n,n,y,n,s4,0.864080013,0.006695871,3
n,n,y,n,n,y,n,n,n,n,n,n,y,n,s6,0.921208143,0.246154959,3
n,n,y,n,n,y,n,n,n,n,n,n,y,n,s7,0.7717797,0.389624369,3
n,n,y,n,n,y,n,n,n,n,n,n,y,n,s8,1.017792411,-0.183038163,3
n,n,y,n,n,y,n,n,n,n,n,n,y,n,s9,0.949366999,0.001868749,3
n,n,y,n,n,y,n,n,n,n,n,n,y,n,qc,1.08126988,0.021396918,3
n,n,y,n,n,y,n,n,n,n,n,n,y,n,c3,0.758122443,0.138229483,3
n,n,y,n,n,y,n,n,n,n,n,n,n,y,s3,1.395476281,-0.164877862,3
n,n,y,n,n,y,n,n,n,n,n,n,n,y,s4,0.927423015,0.07666884,3
n,n,y,n,n,y,n,n,n,n,n,n,n,y,s6,1.049582326,0.10332798,3
n,n,y,n,n,y,n,n,n,n,n,n,n,y,s7,1.149318087,0.121452709,3
n,n,y,n,n,y,n,n,n,n,n,n,n,y,s8,0.773334743,0.101108927,3
n,n,y,n,n,y,n,n,n,n,n,n,n,y,s9,0.791015698,0.245840484,3
n,n,y,n,n,y,n,n,n,n,n,n,n,y,qc,1.56816723,-0.27857823,3
n,n,y,n,n,y,n,n,n,n,n,n,n,y,c2,0.47679457,0.533096937,3
n,n,y,n,n,n,y,y,n,n,n,n,n,n,s3,1.68117525,-0.657822358,3
n,n,y,n,n,n,y,y,n,n,n,n,n,n,s4,0.799188332,0.075073228,3
n,n,y,n,n,n,y,y,n,n,n,n,n,n,s5,0.784186942,0.337665487,3
n,n,y,n,n,n,y,y,n,n,n,n,n,n,s8,0.65563249,0.12623697,3
n,n,y,n,n,n,y,y,n,n,n,n,n,n,s9,0.739319736,0.341166704,3
n,n,y,n,n,n,y,y,n,n,n,n,n,n,qc,1.252453961,-0.816808704,3
n,n,y,n,n,n,y,y,n,n,n,n,n,n,c2,0.65438864,0.359187206,3
n,n,y,n,n,n,y,y,n,n,n,n,n,n,c3,0.567255745,0.476676643,3
n,n,y,n,n,n,y,n,y,n,n,n,n,n,s3,1.722667232,-0.216607232,3
n,n,y,n,n,n,y,n,y,n,n,n,n,n,s4,0.732817187,-0.066705941,3
n,n,y,n,n,n,y,n,y,n,n,n,n,n,s5,0.972240855,-0.010307801,3
n,n,y,n,n,n,y,n,y,n,n,n,n,n,s7,0.831562404,0.335313826,3
n,n,y,n,n,n,y,n,y,n,n,n,n,n,s9,0.438038746,0.579670094,3
n,n,y,n,n,n,y,n,y,n,n,n,n,n,qc,2.002478464,-1.329401239,3
n,n,y,n,n,n,y,n,y,n,n,n,n,n,c2,0.392679947,0.50010649,3
n,n,y,n,n,n,y,n,y,n,n,n,n,n,c3,0.438199955,0.530402053,3
n,n,y,n,n,n,y,n,n,y,n,n,n,n,s3,0.783591932,-0.008119791,3
n,n,y,n,n,n,y,n,n,y,n,n,n,n,s4,1.161990639,-0.112120011,3
n,n,y,n,n,n,y,n,n,y,n,n,n,n,s5,0.887644563,0.104034524,3
n,n,y,n,n,n,y,n,n,y,n,n,n,n,s7,1.207874093,-0.01272104,3
n,n,y,n,n,n,y,n,n,y,n,n,n,n,s8,0.428856017,0.500765465,3
n,n,y,n,n,n,y,n,n,y,n,n,n,n,qc,1.877374039,-0.432854112,3
n,n,y,n,n,n,y,n,n,y,n,n,n,n,c2,0.367812947,0.621626616,3
n,n,y,n,n,n,y,n,n,y,n,n,n,n,c3,0.485300252,0.540292542,3
n,n,y,n,n,n,y,n,n,n,y,n,n,n,s3,0.975449279,-0.032074919,3
n,n,y,n,n,n,y,n,n,n,y,n,n,n,s4,0.550332776,0.302566092,3
n,n,y,n,n,n,y,n,n,n,y,n,n,n,s5,1.098922169,-0.10478007,3
n,n,y,n,n,n,y,n,n,n,y,n,n,n,s7,1.30100098,-0.351106601,3
n,n,y,n,n,n,y,n,n,n,y,n,n,n,s8,0.978731055,0.072883306,3
n,n,y,n,n,n,y,n,n,n,y,n,n,n,s9,0.588646928,0.391360046,3
n,n,y,n,n,n,y,n,n,n,y,n,n,n,c2,0.24771451,0.745173251,3
n,n,y,n,n,n,y,n,n,n,y,n,n,n,c3,0.907721076,0.07400608,3
n,n,y,n,n,n,y,n,n,n,n,n,y,n,s3,0.834447711,0.156282294,3
n,n,y,n,n,n,y,n,n,n,n,n,y,n,s4,1.125109919,0.192691522,3
n,n,y,n,n,n,y,n,n,n,n,n,y,n,s5,0.721186284,0.256731945,3
n,n,y,n,n,n,y,n,n,n,n,n,y,n,s7,0.754229245,0.196430876,3
n,n,y,n,n,n,y,n,n,n,n,n,y,n,s8,1.241205658,-0.451454675,3
n,n,y,n,n,n,y,n,n,n,n,n,y,n,s9,1.183684452,0.165663352,3
n,n,y,n,n,n,y,n,n,n,n,n,y,n,qc,1.566394745,-0.562822797,3
n,n,y,n,n,n,y,n,n,n,n,n,y,n,c3,0.30973781,0.684027024,3
n,n,y,n,n,n,y,n,n,n,n,n,n,y,s3,0.956830939,-0.447622674,3
n,n,y,n,n,n,y,n,n,n,n,n,n,y,s4,0.98922732,-0.29825945,3
n,n,y,n,n,n,y,n,n,n,n,n,n,y,s5,0.716490705,0.031340665,3
n,n,y,n,n,n,y,n,n,n,n,n,n,y,s7,0.868903768,-0.223759305,3
n,n,y,n,n,n,y,n,n,n,n,n,n,y,s8,0.84227142,0.121392213,3
n,n,y,n,n,n,y,n,n,n,n,n,n,y,s9,0.610080239,0.466352383,3
n,n,y,n,n,n,y,n,n,n,n,n,n,y,qc,0.928636982,-0.272081222,3
n,n,y,n,n,n,y,n,n,n,n,n,n,y,c2,0.640606515,0.417491737,3
n,n,y,n,n,n,n,y,y,n,n,n,n,n,s3,1.453253492,-0.24199107,3
n,n,y,n,n,n,n,y,y,n,n,n,n,n,s4,1.000799933,-0.158258465,3
n,n,y,n,n,n,n,y,y,n,n,n,n,n,s5,0.656945882,0.359750371,3
n,n,y,n,n,n,n,y,y,n,n,n,n,n,s6,0.671471785,0.271666157,3
n,n,y,n,n,n,n,y,y,n,n,n,n,n,s9,0.632167858,0.480347906,3
n,n,y,n,n,n,n,y,y,n,n,n,n,n,qc,1.382086369,-0.270478846,3
n,n,y,n,n,n,n,y,y,n,n,n,n,n,c2,0.379853611,0.670296459,3
n,n,y,n,n,n,n,y,y,n,n,n,n,n,c3,0.911807353,0.158809605,3
n,n,y,n,n,n,n,y,n,y,n,n,n,n,s3,0.914264661,-0.138489438,3
n,n,y,n,n,n,n,y,n,y,n,n,n,n,s4,1.265508587,-0.12423168,3
n,n,y,n,n,n,n,y,n,y,n,n,n,n,s5,0.713625175,0.217955161,3
n,n,y,n,n,n,n,y,n,y,n,n,n,n,s6,1.100671394,-0.227242939,3
n,n,y,n,n,n,n,y,n,y,n,n,n,n,s8,0.609721023,0.420301982,3
n,n,y,n,n,n,n,y,n,y,n,n,n,n,qc,1.125000796,-0.310926116,3
n,n,y,n,n,n,n,y,n,y,n,n,n,n,c2,0.37533838,0.560627891,3
n,n,y,n,n,n,n,y,n,y,n,n,n,n,c3,0.427845264,0.541498681,3
n,n,y,n,n,n,n,y,n,n,y,n,n,n,s3,0.817028629,0.279441486,3
n,n,y,n,n,n,n,y,n,n,y,n,n,n,s4,0.632886879,0.397647479,3
n,n,y,n,n,n,n,y,n,n,y,n,n,n,s5,1.311775923,-0.61767851,3
n,n,y,n,n,n,n,y,n,n,y,n,n,n,s6,1.01557532,-0.101577002,3
n,n,y,n,n,n,n,y,n,n,y,n,n,n,s8,0.832503137,0.329689786,3
n,n,y,n,n,n,n,y,n,n,y,n,n,n,s9,0.995057537,0.229533957,3
n,n,y,n,n,n,n,y,n,n,y,n,n,n,c2,0.33802399,0.68222906,3
n,n,y,n,n,n,n,y,n,n,y,n,n,n,c3,1.010880914,-0.149085317,3
n,n,y,n,n,n,n,y,n,n,n,n,y,n,s3,1.112712013,0.186969942,3
n,n,y,n,n,n,n,y,n,n,n,n,y,n,s4,0.988621806,0.117994771,3
n,n,y,n,n,n,n,y,n,n,n,n,y,n,s5,0.616238686,0.324678695,3
n,n,y,n,n,n,n,y,n,n,n,n,y,n,s6,0.95248095,0.087538589,3
n,n,y,n,n,n,n,y,n,n,n,n,y,n,s8,0.830911041,0.260060867,3
n,n,y,n,n,n,n,y,n,n,n,n,y,n,s9,0.904847454,-0.615106584,3
n,n,y,n,n,n,n,y,n,n,n,n,y,n,qc,1.148556579,-0.086358848,3
n,n,y,n,n,n,n,y,n,n,n,n,y,n,c3,0.766290553,0.249552318,3
n,n,y,n,n,n,n,y,n,n,n,n,n,y,s3,0.997303685,0.003546503,3
n,n,y,n,n,n,n,y,n,n,n,n,n,y,s4,0.896383721,0.092192769,3
n,n,y,n,n,n,n,y,n,n,n,n,n,y,s5,0.651224313,0.26549025,3
n,n,y,n,n,n,n,y,n,n,n,n,n,y,s6,0.920299555,0.133549013,3
n,n,y,n,n,n,n,y,n,n,n,n,n,y,s8,0.595698573,0.430129219,3
n,n,y,n,n,n,n,y,n,n,n,n,n,y,s9,0.606552714,0.478658454,3
n,n,y,n,n,n,n,y,n,n,n,n,n,y,qc,1.642087831,-0.611218352,3
n,n,y,n,n,n,n,y,n,n,n,n,n,y,c2,0.325326054,0.645014323,3
n,n,y,n,n,n,n,n,y,y,n,n,n,n,s3,1.016171859,-0.056476558,3
n,n,y,n,n,n,n,n,y,y,n,n,n,n,s4,0.787466881,0.217664092,3
n,n,y,n,n,n,n,n,y,y,n,n,n,n,s5,0.616269089,0.2657272,3
n,n,y,n,n,n,n,n,y,y,n,n,n,n,s6,0.779797114,0.231010039,3
n,n,y,n,n,n,n,n,y,y,n,n,n,n,s7,0.582734164,0.251093362,3
n,n,y,n,n,n,n,n,y,y,n,n,n,n,qc,1.301468383,-0.357211799,3
n,n,y,n,n,n,n,n,y,y,n,n,n,n,c2,0.59173375,0.461932105,3
n,n,y,n,n,n,n,n,y,y,n,n,n,n,c3,0.597683011,0.359491685,3
n,n,y,n,n,n,n,n,y,n,y,n,n,n,s3,1.602082147,-0.381519193,3
n,n,y,n,n,n,n,n,y,n,y,n,n,n,s4,0.702876466,0.293869876,3
n,n,y,n,n,n,n,n,y,n,y,n,n,n,s5,1.213152186,-0.094642312,3
n,n,y,n,n,n,n,n,y,n,y,n,n,n,s6,0.862967965,0.076841155,3
n,n,y,n,n,n,n,n,y,n,y,n,n,n,s7,0.522069838,0.36572571,3
n,n,y,n,n,n,n,n,y,n,y,n,n,n,s9,0.269144229,0.668597712,3
n,n,y,n,n,n,n,n,y,n,y,n,n,n,c2,0.445708994,0.594713501,3
n,n,y,n,n,n,n,n,y,n,y,n,n,n,c3,0.642958864,0.269137857,3
n,n,y,n,n,n,n,n,y,n,n,n,y,n,s3,0.937460503,0.008119137,3
n,n,y,n,n,n,n,n,y,n,n,n,y,n,s4,0.796550096,-0.299257904,3
n,n,y,n,n,n,n,n,y,n,n,n,y,n,s5,1.042165488,0.206561046,3
n,n,y,n,n,n,n,n,y,n,n,n,y,n,s6,0.617186161,0.058757195,3
n,n,y,n,n,n,n,n,y,n,n,n,y,n,s7,0.713149043,0.325009437,3
n,n,y,n,n,n,n,n,y,n,n,n,y,n,s9,0.626246671,0.228890843,3
n,n,y,n,n,n,n,n,y,n,n,n,y,n,qc,1.529591449,-0.352986774,3
n,n,y,n,n,n,n,n,y,n,n,n,y,n,c3,0.285524345,0.729533067,3
n,n,y,n,n,n,n,n,y,n,n,n,n,y,s3,0.75640873,-0.111599515,3
n,n,y,n,n,n,n,n,y,n,n,n,n,y,s4,0.789442116,0.156433732,3
n,n,y,n,n,n,n,n,y,n,n,n,n,y,s5,0.763509672,-0.024636709,3
n,n,y,n,n,n,n,n,y,n,n,n,n,y,s6,0.671689523,0.301701551,3
n,n,y,n,n,n,n,n,y,n,n,n,n,y,s7,0.863813949,0.316837455,3
n,n,y,n,n,n,n,n,y,n,n,n,n,y,s9,0.358043679,0.554045476,3
n,n,y,n,n,n,n,n,y,n,n,n,n,y,qc,1.090543627,-0.183483991,3
n,n,y,n,n,n,n,n,y,n,n,n,n,y,c2,0.333703684,0.635872914,3
n,n,y,n,n,n,n,n,n,y,y,n,n,n,s3,0.562116899,0.206417525,3
n,n,y,n,n,n,n,n,n,y,y,n,n,n,s4,0.996700315,-0.269099523,3
n,n,y,n,n,n,n,n,n,y,y,n,n,n,s5,1.509637192,-0.211841598,3
n,n,y,n,n,n,n,n,n,y,y,n,n,n,s6,0.710391365,-0.012275593,3
n,n,y,n,n,n,n,n,n,y,y,n,n,n,s7,0.777844261,0.314277844,3
n,n,y,n,n,n,n,n,n,y,y,n,n,n,s8,0.448590552,0.575586434,3
n,n,y,n,n,n,n,n,n,y,y,n,n,n,c2,0.761728631,0.307354497,3
n,n,y,n,n,n,n,n,n,y,y,n,n,n,c3,0.709908191,0.327529527,3
n,n,y,n,n,n,n,n,n,y,n,n,y,n,s3,0.821254882,0.211806679,3
n,n,y,n,n,n,n,n,n,y,n,n,y,n,s4,1.039680481,-0.259852652,3
n,n,y,n,n,n,n,n,n,y,n,n,y,n,s5,0.615891141,0.417024572,3
n,n,y,n,n,n,n,n,n,y,n,n,y,n,s6,0.99572346,0.131754324,3
n,n,y,n,n,n,n,n,n,y,n,n,y,n,s7,0.901333816,0.198541376,3
n,n,y,n,n,n,n,n,n,y,n,n,y,n,s8,0.530371748,0.560600124,3
n,n,y,n,n,n,n,n,n,y,n,n,y,n,qc,1.13669636,-0.236836522,3
n,n,y,n,n,n,n,n,n,y,n,n,y,n,c3,0.359658602,0.668195962,3
n,n,y,n,n,n,n,n,n,y,n,n,n,y,s3,1.146419867,-0.026185136,3
n,n,y,n,n,n,n,n,n,y,n,n,n,y,s4,0.907730588,0.148559755,3
n,n,y,n,n,n,n,n,n,y,n,n,n,y,s5,0.64330434,0.364718712,3
n,n,y,n,n,n,n,n,n,y,n,n,n,y,s6,0.643231771,0.309903379,3
n,n,y,n,n,n,n,n,n,y,n,n,n,y,s7,0.788428491,0.269724858,3
n,n,y,n,n,n,n,n,n,y,n,n,n,y,s8,0.65258514,0.378784416,3
n,n,y,n,n,n,n,n,n,y,n,n,n,y,qc,1.266869579,-0.287015724,3
n,n,y,n,n,n,n,n,n,y,n,n,n,y,c2,0.026721611,0.973832751,3
n,n,y,n,n,n,n,n,n,n,y,n,y,n,s0,0.661215939,0.223994867,3
n,n,y,n,n,n,n,n,n,n,y,n,y,n,s1,0.573890589,0.380102319,3
n,n,y,n,n,n,n,n,n,n,y,n,y,n,s3,0.750871054,0.321534381,3
n,n,y,n,n,n,n,n,n,n,y,n,y,n,s4,0.884454463,0.202223941,3
n,n,y,n,n,n,n,n,n,n,y,n,y,n,s5,0.701515829,0.139122937,3
n,n,y,n,n,n,n,n,n,n,y,n,y,n,s6,0.922684224,-0.00376973,3
n,n,y,n,n,n,n,n,n,n,y,n,y,n,s7,0.748734364,0.182156957,3
n,n,y,n,n,n,n,n,n,n,y,n,y,n,s8,1.549164193,-0.651659939,3
n,n,y,n,n,n,n,n,n,n,y,n,y,n,s9,0.603915427,0.289551795,3
n,n,y,n,n,n,n,n,n,n,y,n,y,n,c1,0.390001473,0.580198734,3
n,n,y,n,n,n,n,n,n,n,y,n,y,n,c3,0.775447575,0.208942308,3
n,n,y,n,n,n,n,n,n,n,y,n,n,y,s3,0.84814729,-0.317909799,3
n,n,y,n,n,n,n,n,n,n,y,n,n,y,s4,1.024346652,-0.002838892,3
n,n,y,n,n,n,n,n,n,n,y,n,n,y,s5,1.264475031,-0.381936422,3
n,n,y,n,n,n,n,n,n,n,y,n,n,y,s6,0.585730422,0.426980516,3
n,n,y,n,n,n,n,n,n,n,y,n,n,y,s7,1.190455419,0.10742713,3
n,n,y,n,n,n,n,n,n,n,y,n,n,y,s8,0.457844327,0.467019955,3
n,n,y,n,n,n,n,n,n,n,y,n,n,y,s9,0.451825805,0.644590317,3
n,n,y,n,n,n,n,n,n,n,y,n,n,y,c2,0.21677343,0.763463571,3
n,n,y,n,n,n,n,n,n,n,n,n,y,y,s3,1.078496078,0.104408514,3
n,n,y,n,n,n,n,n,n,n,n,n,y,y,s4,0.879575525,0.027520616,3
n,n,y,n,n,n,n,n,n,n,n,n,y,y,s5,0.637403761,0.240094661,3
n,n,y,n,n,n,n,n,n,n,n,n,y,y,s6,0.504569791,0.39783932,3
n,n,y,n,n,n,n,n,n,n,n,n,y,y,s7,0.843622461,0.341043211,3
n,n,y,n,n,n,n,n,n,n,n,n,y,y,s8,0.399361266,0.535100529,3
n,n,y,n,n,n,n,n,n,n,n,n,y,y,s9,0.362937331,0.267341184,3
n,n,y,n,n,n,n,n,n,n,n,n,y,y,qc,1.221899555,-0.034349895,3
n,n,n,y,y,y,n,n,n,n,n,n,n,n,s2,1.280519472,-0.128391334,3
n,n,n,y,y,y,n,n,n,n,n,n,n,n,s6,0.729408038,0.153466243,3
n,n,n,y,y,y,n,n,n,n,n,n,n,n,s7,0.978976705,0.154190453,3
n,n,n,y,y,y,n,n,n,n,n,n,n,n,s8,1.191580341,-0.149878635,3
n,n,n,y,y,y,n,n,n,n,n,n,n,n,s9,0.70362372,0.262846341,3
n,n,n,y,y,y,n,n,n,n,n,n,n,n,qc,0.825201182,-0.087824725,3
n,n,n,y,y,y,n,n,n,n,n,n,n,n,c2,0.659329769,0.16065316,3
n,n,n,y,y,y,n,n,n,n,n,n,n,n,c3,0.678170393,0.357593601,3
n,n,n,y,y,n,y,n,n,n,n,n,n,n,s2,0.771319503,0.125765621,3
n,n,n,y,y,n,y,n,n,n,n,n,n,n,s5,0.654310624,0.38500769,3
n,n,n,y,y,n,y,n,n,n,n,n,n,n,s7,1.090362754,-0.046471391,3
n,n,n,y,y,n,y,n,n,n,n,n,n,n,s8,1.531891587,-0.104573036,3
n,n,n,y,y,n,y,n,n,n,n,n,n,n,s9,0.973752886,0.177340916,3
n,n,n,y,y,n,y,n,n,n,n,n,n,n,qc,1.155629276,-0.049408203,3
n,n,n,y,y,n,y,n,n,n,n,n,n,n,c2,0.704733819,0.359180303,3
n,n,n,y,y,n,y,n,n,n,n,n,n,n,c3,0.787926177,0.253625898,3
n,n,n,y,y,n,n,y,n,n,n,n,n,n,s2,0.868127763,-0.275588978,3
n,n,n,y,y,n,n,y,n,n,n,n,n,n,s5,0.564839184,0.480770757,3
n,n,n,y,y,n,n,y,n,n,n,n,n,n,s6,1.120495526,-0.827773578,3
n,n,n,y,y,n,n,y,n,n,n,n,n,n,s8,0.833946464,0.277339182,3
n,n,n,y,y,n,n,y,n,n,n,n,n,n,s9,1.031587561,-0.012808319,3
n,n,n,y,y,n,n,y,n,n,n,n,n,n,qc,1.008203902,-0.009118219,3
n,n,n,y,y,n,n,y,n,n,n,n,n,n,c2,0.728583014,0.286532057,3
n,n,n,y,y,n,n,y,n,n,n,n,n,n,c3,0.805070373,0.237385818,3
n,n,n,y,y,n,n,n,y,n,n,n,n,n,s2,0.916144847,0.241004377,3
n,n,n,y,y,n,n,n,y,n,n,n,n,n,s5,1.142621697,-0.130595834,3
n,n,n,y,y,n,n,n,y,n,n,n,n,n,s6,0.850904422,0.23265097,3
n,n,n,y,y,n,n,n,y,n,n,n,n,n,s7,0.86218271,0.212933021,3
n,n,n,y,y,n,n,n,y,n,n,n,n,n,s9,0.372517149,0.733790161,3
n,n,n,y,y,n,n,n,y,n,n,n,n,n,qc,1.034248853,0.061427778,3
n,n,n,y,y,n,n,n,y,n,n,n,n,n,c2,0.660028362,0.227369039,3
n,n,n,y,y,n,n,n,y,n,n,n,n,n,c3,0.915174177,0.133088449,3
n,n,n,y,y,n,n,n,n,y,n,n,n,n,s2,0.834144581,0.27822505,3
n,n,n,y,y,n,n,n,n,y,n,n,n,n,s5,0.825687886,0.265209083,3
n,n,n,y,y,n,n,n,n,y,n,n,n,n,s6,1.094911385,-0.464100017,3
n,n,n,y,y,n,n,n,n,y,n,n,n,n,s7,0.640055148,-0.034276809,3
n,n,n,y,y,n,n,n,n,y,n,n,n,n,s8,0.762382524,0.232686386,3
n,n,n,y,y,n,n,n,n,y,n,n,n,n,qc,1.126815497,-0.31875632,3
n,n,n,y,y,n,n,n,n,y,n,n,n,n,c2,0.282182057,0.669676932,3
n,n,n,y,y,n,n,n,n,y,n,n,n,n,c3,0.552642775,0.500296785,3
n,n,n,y,y,n,n,n,n,n,y,n,n,n,s2,0.742707673,0.22709556,3
n,n,n,y,y,n,n,n,n,n,y,n,n,n,s5,0.658048902,0.28394108,3
n,n,n,y,y,n,n,n,n,n,y,n,n,n,s6,0.791431164,0.346924105,3
n,n,n,y,y,n,n,n,n,n,y,n,n,n,s7,1.039515493,0.037157672,3
n,n,n,y,y,n,n,n,n,n,y,n,n,n,s8,0.970683368,0.206024738,3
n,n,n,y,y,n,n,n,n,n,y,n,n,n,s9,0.714241148,0.2430376,3
n,n,n,y,y,n,n,n,n,n,y,n,n,n,c2,0.353078909,0.586684887,3
n,n,n,y,y,n,n,n,n,n,y,n,n,n,c3,0.749358881,0.266133932,3
n,n,n,y,y,n,n,n,n,n,n,n,y,n,s2,0.929248726,0.002420704,3
n,n,n,y,y,n,n,n,n,n,n,n,y,n,s5,0.799476728,0.116639734,3
n,n,n,y,y,n,n,n,n,n,n,n,y,n,s6,1.209919407,0.00548587,3
n,n,n,y,y,n,n,n,n,n,n,n,y,n,s7,0.512989113,0.393771873,3
n,n,n,y,y,n,n,n,n,n,n,n,y,n,s8,0.59509379,0.21770729,3
n,n,n,y,y,n,n,n,n,n,n,n,y,n,s9,1.041308553,0.035110079,3
n,n,n,y,y,n,n,n,n,n,n,n,y,n,qc,1.334165078,-0.243781089,3
n,n,n,y,y,n,n,n,n,n,n,n,y,n,c3,0.631287953,0.356003929,3
n,n,n,y,y,n,n,n,n,n,n,n,n,y,s2,0.60438286,0.295757875,3
n,n,n,y,y,n,n,n,n,n,n,n,n,y,s5,0.727338309,0.204663805,3
n,n,n,y,y,n,n,n,n,n,n,n,n,y,s6,1.253769867,-0.263400518,3
n,n,n,y,y,n,n,n,n,n,n,n,n,y,s7,0.812958339,0.164174769,3
n,n,n,y,y,n,n,n,n,n,n,n,n,y,s8,0.622553812,0.182998614,3
n,n,n,y,y,n,n,n,n,n,n,n,n,y,s9,1.0094337,-0.221395333,3
n,n,n,y,y,n,n,n,n,n,n,n,n,y,qc,0.963661084,0.145271716,3
n,n,n,y,y,n,n,n,n,n,n,n,n,y,c2,0.748795408,0.319114773,3
n,n,n,y,n,y,y,n,n,n,n,n,n,n,s2,0.758187596,0.213176747,3
n,n,n,y,n,y,y,n,n,n,n,n,n,n,s4,0.998679302,0.028359126,3
n,n,n,y,n,y,y,n,n,n,n,n,n,n,s7,1.440321491,-0.280722036,3
n,n,n,y,n,y,y,n,n,n,n,n,n,n,s8,1.158652956,-0.365245413,3
n,n,n,y,n,y,y,n,n,n,n,n,n,n,s9,1.626204931,-0.114486598,3
n,n,n,y,n,y,y,n,n,n,n,n,n,n,qc,1.01824698,-0.094874695,3
n,n,n,y,n,y,y,n,n,n,n,n,n,n,c2,0.233231812,0.726978219,3
n,n,n,y,n,y,y,n,n,n,n,n,n,n,c3,1.032049355,-0.010711985,3
n,n,n,y,n,y,n,y,n,n,n,n,n,n,s2,1.132587396,-0.385359841,3
n,n,n,y,n,y,n,y,n,n,n,n,n,n,s4,1.198469698,-0.133192928,3
n,n,n,y,n,y,n,y,n,n,n,n,n,n,s6,0.909001111,-0.00142969,3
n,n,n,y,n,y,n,y,n,n,n,n,n,n,s8,1.519127435,-0.32832129,3
n,n,n,y,n,y,n,y,n,n,n,n,n,n,s9,0.583091433,0.21705391,3
n,n,n,y,n,y,n,y,n,n,n,n,n,n,qc,1.118610698,-0.241227433,3
n,n,n,y,n,y,n,y,n,n,n,n,n,n,c2,0.808176811,0.168619274,3
n,n,n,y,n,y,n,y,n,n,n,n,n,n,c3,0.772293677,0.287518332,3
n,n,n,y,n,y,n,n,y,n,n,n,n,n,s2,1.478416453,-0.756638061,3
n,n,n,y,n,y,n,n,y,n,n,n,n,n,s4,1.117104624,-0.371344802,3
n,n,n,y,n,y,n,n,y,n,n,n,n,n,s6,0.726573338,-0.026417419,3
n,n,n,y,n,y,n,n,y,n,n,n,n,n,s7,0.551761581,0.38422629,3
n,n,n,y,n,y,n,n,y,n,n,n,n,n,s9,0.44321746,0.494139248,3
n,n,n,y,n,y,n,n,y,n,n,n,n,n,qc,1.037526418,0.092568392,3
n,n,n,y,n,y,n,n,y,n,n,n,n,n,c2,0.546499363,0.403676883,3
n,n,n,y,n,y,n,n,y,n,n,n,n,n,c3,0.799567879,0.216962992,3
n,n,n,y,n,y,n,n,n,y,n,n,n,n,s2,1.470776095,-0.700007222,3
n,n,n,y,n,y,n,n,n,y,n,n,n,n,s4,0.985580322,-0.009557193,3
n,n,n,y,n,y,n,n,n,y,n,n,n,n,s6,1.203895199,0.042427737,3
n,n,n,y,n,y,n,n,n,y,n,n,n,n,s7,0.807709783,0.224803693,3
n,n,n,y,n,y,n,n,n,y,n,n,n,n,s8,0.718216711,0.051011759,3
n,n,n,y,n,y,n,n,n,y,n,n,n,n,qc,1.14256111,-0.741735968,3
n,n,n,y,n,y,n,n,n,y,n,n,n,n,c2,0.358356723,0.495448107,3
n,n,n,y,n,y,n,n,n,y,n,n,n,n,c3,0.707524182,0.347271609,3
n,n,n,y,n,y,n,n,n,n,y,n,n,n,s2,0.926942343,0.158992779,3
n,n,n,y,n,y,n,n,n,n,y,n,n,n,s4,0.921590606,-0.312039175,3
n,n,n,y,n,y,n,n,n,n,y,n,n,n,s6,1.237502838,-0.453355215,3
n,n,n,y,n,y,n,n,n,n,y,n,n,n,s7,0.711886535,0.260696486,3
n,n,n,y,n,y,n,n,n,n,y,n,n,n,s8,0.232103507,0.693318889,3
n,n,n,y,n,y,n,n,n,n,y,n,n,n,s9,0.7497991,0.317480935,3
n,n,n,y,n,y,n,n,n,n,y,n,n,n,c2,0.691476024,0.288670707,3
n,n,n,y,n,y,n,n,n,n,y,n,n,n,c3,0.670807587,0.315688746,3
n,n,n,y,n,y,n,n,n,n,n,n,y,n,s2,0.810148022,0.249289135,3
n,n,n,y,n,y,n,n,n,n,n,n,y,n,s4,0.976874423,0.157259576,3
n,n,n,y,n,y,n,n,n,n,n,n,y,n,s6,0.557873591,0.393100468,3
n,n,n,y,n,y,n,n,n,n,n,n,y,n,s7,0.874528061,0.300290439,3
n,n,n,y,n,y,n,n,n,n,n,n,y,n,s8,0.998467671,0.036475676,3
n,n,n,y,n,y,n,n,n,n,n,n,y,n,s9,0.902060487,0.142723961,3
n,n,n,y,n,y,n,n,n,n,n,n,y,n,qc,0.913850902,0.062253195,3
n,n,n,y,n,y,n,n,n,n,n,n,y,n,c3,0.803371757,0.139064888,3
n,n,n,y,n,y,n,n,n,n,n,n,n,y,s2,0.561253758,0.502374211,3
n,n,n,y,n,y,n,n,n,n,n,n,n,y,s4,0.773724139,0.159863526,3
n,n,n,y,n,y,n,n,n,n,n,n,n,y,s6,0.736242827,0.236740999,3
n,n,n,y,n,y,n,n,n,n,n,n,n,y,s7,0.88658481,-0.672518655,3
n,n,n,y,n,y,n,n,n,n,n,n,n,y,s8,0.785155953,-0.046379267,3
