s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,qc,c1,c2,c3,pred,mse,score,numPredictors
n,n,n,y,n,y,n,n,n,y,y,n,n,n,s4,0.612432109,0.358697105,4
n,n,n,y,n,y,n,n,n,y,y,n,n,n,s6,0.581741023,0.15804212,4
n,n,n,y,n,y,n,n,n,y,y,n,n,n,s7,0.571379218,0.179824123,4
n,n,n,y,n,y,n,n,n,y,y,n,n,n,s8,0.42886121,0.586147635,4
n,n,n,y,n,y,n,n,n,y,y,n,n,n,c3,0.74034383,0.244752707,4
n,n,n,y,n,y,n,n,n,y,n,n,n,y,s4,0.794090863,0.095993118,4
n,n,n,y,n,y,n,n,n,y,n,n,n,y,s6,0.758193237,0.120750054,4
n,n,n,y,n,y,n,n,n,y,n,n,n,y,s7,0.599712662,0.404987812,4
n,n,n,y,n,y,n,n,n,y,n,n,n,y,s8,0.733841951,0.338114443,4
n,n,n,y,n,y,n,n,n,y,n,n,n,y,qc,1.42052999,-0.563029958,4
n,n,n,y,n,y,n,n,n,n,y,n,n,y,s4,0.424735058,0.524532969,4
n,n,n,y,n,y,n,n,n,n,y,n,n,y,s6,0.633515938,0.018646464,4
n,n,n,y,n,y,n,n,n,n,y,n,n,y,s7,1.332241975,0.071379473,4
n,n,n,y,n,y,n,n,n,n,y,n,n,y,s8,0.36120585,0.347662721,4
n,n,n,y,n,y,n,n,n,n,y,n,n,y,s9,0.586740333,-0.048878849,4
n,n,n,y,n,n,y,y,y,n,n,n,n,n,s4,0.836393982,-0.117171441,4
n,n,n,y,n,n,y,y,y,n,n,n,n,n,s5,0.579751081,0.380885923,4
n,n,n,y,n,n,y,y,y,n,n,n,n,n,s9,0.351289432,0.473513344,4
n,n,n,y,n,n,y,y,y,n,n,n,n,n,qc,1.242482728,-0.394585638,4
n,n,n,y,n,n,y,y,y,n,n,n,n,n,c3,0.522411885,0.467071722,4
n,n,n,y,n,n,y,y,n,y,n,n,n,n,s4,1.003464699,-0.274261675,4
n,n,n,y,n,n,y,y,n,y,n,n,n,n,s5,0.654795026,0.405697975,4
n,n,n,y,n,n,y,y,n,y,n,n,n,n,s8,0.399130358,0.536068023,4
n,n,n,y,n,n,y,y,n,y,n,n,n,n,qc,1.318361598,-0.236489112,4
n,n,n,y,n,n,y,y,n,y,n,n,n,n,c3,0.772893924,0.057481907,4
n,n,n,y,n,n,y,y,n,n,y,n,n,n,s4,0.525191572,0.427414654,4
n,n,n,y,n,n,y,y,n,n,y,n,n,n,s5,0.661050711,0.391213176,4
n,n,n,y,n,n,y,y,n,n,y,n,n,n,s8,0.781830239,0.180014511,4
n,n,n,y,n,n,y,y,n,n,y,n,n,n,s9,0.672545015,0.089732098,4
n,n,n,y,n,n,y,y,n,n,y,n,n,n,c3,0.75240668,0.287272239,4
n,n,n,y,n,n,y,y,n,n,n,n,n,y,s4,0.722273492,0.358358569,4
n,n,n,y,n,n,y,y,n,n,n,n,n,y,s5,0.611528037,0.521352313,4
n,n,n,y,n,n,y,y,n,n,n,n,n,y,s8,0.622927747,0.392041848,4
n,n,n,y,n,n,y,y,n,n,n,n,n,y,s9,0.752977716,0.10622215,4
n,n,n,y,n,n,y,y,n,n,n,n,n,y,qc,1.531633918,-0.32758759,4
n,n,n,y,n,n,y,n,y,y,n,n,n,n,s4,0.962434579,0.147825986,4
n,n,n,y,n,n,y,n,y,y,n,n,n,n,s5,0.839587971,0.099575455,4
n,n,n,y,n,n,y,n,y,y,n,n,n,n,s7,0.869504715,0.359166922,4
n,n,n,y,n,n,y,n,y,y,n,n,n,n,qc,1.161001197,-0.096977573,4
n,n,n,y,n,n,y,n,y,y,n,n,n,n,c3,0.630986949,0.417881245,4
n,n,n,y,n,n,y,n,y,n,y,n,n,n,s4,0.654826009,0.457246033,4
n,n,n,y,n,n,y,n,y,n,y,n,n,n,s5,0.511814099,0.47251483,4
n,n,n,y,n,n,y,n,y,n,y,n,n,n,s7,0.533980448,0.09999959,4
n,n,n,y,n,n,y,n,y,n,y,n,n,n,s9,0.893164983,0.076499226,4
n,n,n,y,n,n,y,n,y,n,y,n,n,n,c3,0.272859247,0.707589787,4
n,n,n,y,n,n,y,n,y,n,n,n,n,y,s4,0.906388466,0.057182739,4
n,n,n,y,n,n,y,n,y,n,n,n,n,y,s5,0.66357473,0.291370951,4
n,n,n,y,n,n,y,n,y,n,n,n,n,y,s7,0.806508907,0.252978028,4
n,n,n,y,n,n,y,n,y,n,n,n,n,y,s9,0.28229864,0.718887605,4
n,n,n,y,n,n,y,n,y,n,n,n,n,y,qc,1.106832394,-0.139737112,4
n,n,n,y,n,n,y,n,n,y,y,n,n,n,s4,0.834867837,0.198924887,4
n,n,n,y,n,n,y,n,n,y,y,n,n,n,s5,0.538576741,0.478402798,4
n,n,n,y,n,n,y,n,n,y,y,n,n,n,s7,1.074918174,0.238481673,4
n,n,n,y,n,n,y,n,n,y,y,n,n,n,s8,0.471179027,0.28866008,4
n,n,n,y,n,n,y,n,n,y,y,n,n,n,c3,0.413094474,0.530428571,4
n,n,n,y,n,n,y,n,n,y,n,n,n,y,s4,0.704797207,0.189799595,4
n,n,n,y,n,n,y,n,n,y,n,n,n,y,s5,0.733406641,0.267087949,4
n,n,n,y,n,n,y,n,n,y,n,n,n,y,s7,1.090758274,-0.359320148,4
n,n,n,y,n,n,y,n,n,y,n,n,n,y,s8,0.630265943,0.338975519,4
n,n,n,y,n,n,y,n,n,y,n,n,n,y,qc,1.273412049,-0.36212821,4
n,n,n,y,n,n,y,n,n,n,y,n,n,y,s4,0.46722964,0.484631841,4
n,n,n,y,n,n,y,n,n,n,y,n,n,y,s5,0.498836831,0.287197608,4
n,n,n,y,n,n,y,n,n,n,y,n,n,y,s7,0.7031712,0.118353659,4
n,n,n,y,n,n,y,n,n,n,y,n,n,y,s8,0.652809831,0.411201011,4
n,n,n,y,n,n,y,n,n,n,y,n,n,y,s9,0.77450302,0.379251726,4
n,n,n,y,n,n,n,y,y,y,n,n,n,n,s4,0.941462666,0.056195922,4
n,n,n,y,n,n,n,y,y,y,n,n,n,n,s5,0.913192755,0.358962574,4
n,n,n,y,n,n,n,y,y,y,n,n,n,n,s6,0.778452804,-0.025150251,4
n,n,n,y,n,n,n,y,y,y,n,n,n,n,qc,0.972972498,0.143035858,4
n,n,n,y,n,n,n,y,y,y,n,n,n,n,c3,1.017019727,0.061745639,4
n,n,n,y,n,n,n,y,y,n,y,n,n,n,s4,0.806923251,0.214923539,4
n,n,n,y,n,n,n,y,y,n,y,n,n,n,s5,0.880616334,0.181876381,4
n,n,n,y,n,n,n,y,y,n,y,n,n,n,s6,0.656526268,-0.116588702,4
n,n,n,y,n,n,n,y,y,n,y,n,n,n,s9,0.6193054,0.420260252,4
n,n,n,y,n,n,n,y,y,n,y,n,n,n,c3,0.855853044,0.189281222,4
n,n,n,y,n,n,n,y,y,n,n,n,n,y,s4,1.277753161,-0.070867386,4
n,n,n,y,n,n,n,y,y,n,n,n,n,y,s5,0.551002535,0.315882754,4
n,n,n,y,n,n,n,y,y,n,n,n,n,y,s6,1.153789827,-0.297247453,4
n,n,n,y,n,n,n,y,y,n,n,n,n,y,s9,0.241383739,0.77959973,4
n,n,n,y,n,n,n,y,y,n,n,n,n,y,qc,1.195851675,-0.212275128,4
n,n,n,y,n,n,n,y,n,y,y,n,n,n,s4,0.873462514,0.066652896,4
n,n,n,y,n,n,n,y,n,y,y,n,n,n,s5,1.03117402,-0.018313603,4
n,n,n,y,n,n,n,y,n,y,y,n,n,n,s6,1.118631641,0.198357513,4
n,n,n,y,n,n,n,y,n,y,y,n,n,n,s8,0.358654384,0.583115556,4
n,n,n,y,n,n,n,y,n,y,y,n,n,n,c3,0.527399864,0.500413095,4
n,n,n,y,n,n,n,y,n,y,n,n,n,y,s4,1.027258425,-0.356692122,4
n,n,n,y,n,n,n,y,n,y,n,n,n,y,s5,0.680873749,0.322284133,4
n,n,n,y,n,n,n,y,n,y,n,n,n,y,s6,1.048641345,-0.150974071,4
n,n,n,y,n,n,n,y,n,y,n,n,n,y,s8,0.447896266,0.323810111,4
n,n,n,y,n,n,n,y,n,y,n,n,n,y,qc,1.427321225,-0.174571153,4
n,n,n,y,n,n,n,y,n,n,y,n,n,y,s4,0.541314865,0.490219207,4
n,n,n,y,n,n,n,y,n,n,y,n,n,y,s5,0.833112574,0.20992232,4
n,n,n,y,n,n,n,y,n,n,y,n,n,y,s6,1.18260936,0.077743881,4
n,n,n,y,n,n,n,y,n,n,y,n,n,y,s8,0.778614824,0.089494865,4
n,n,n,y,n,n,n,y,n,n,y,n,n,y,s9,0.70700396,0.325937822,4
n,n,n,y,n,n,n,n,y,y,y,n,n,n,s4,0.455860474,0.473713253,4
n,n,n,y,n,n,n,n,y,y,y,n,n,n,s5,0.911672847,-0.04949289,4
n,n,n,y,n,n,n,n,y,y,y,n,n,n,s6,0.711463074,0.24384476,4
n,n,n,y,n,n,n,n,y,y,y,n,n,n,s7,0.470471937,0.106318021,4
n,n,n,y,n,n,n,n,y,y,y,n,n,n,c3,0.983429168,-0.117880456,4
n,n,n,y,n,n,n,n,y,y,n,n,n,y,s4,0.626084722,0.357283844,4
n,n,n,y,n,n,n,n,y,y,n,n,n,y,s5,0.631711637,0.348946188,4
n,n,n,y,n,n,n,n,y,y,n,n,n,y,s6,1.117242631,0.06074431,4
n,n,n,y,n,n,n,n,y,y,n,n,n,y,s7,0.665053714,0.407999702,4
n,n,n,y,n,n,n,n,y,y,n,n,n,y,qc,1.611492727,-0.290672703,4
n,n,n,y,n,n,n,n,y,n,y,n,n,y,s4,0.65996323,0.434030942,4
n,n,n,y,n,n,n,n,y,n,y,n,n,y,s5,1.009247129,0.038799744,4
n,n,n,y,n,n,n,n,y,n,y,n,n,y,s6,0.853051486,0.123646505,4
n,n,n,y,n,n,n,n,y,n,y,n,n,y,s7,0.837975968,0.15118566,4
n,n,n,y,n,n,n,n,y,n,y,n,n,y,s9,0.501188067,0.330814649,4
n,n,n,y,n,n,n,n,n,y,y,n,n,y,s4,0.519018797,0.530946277,4
n,n,n,y,n,n,n,n,n,y,y,n,n,y,s5,0.817090762,0.296858837,4
n,n,n,y,n,n,n,n,n,y,y,n,n,y,s6,1.200843666,-0.075045049,4
n,n,n,y,n,n,n,n,n,y,y,n,n,y,s7,1.063836862,0.199443392,4
n,n,n,y,n,n,n,n,n,y,y,n,n,y,s8,0.476918187,0.563220116,4
n,n,n,n,y,y,y,y,n,n,n,n,n,n,s3,1.161829648,0.3084055,4
n,n,n,n,y,y,y,y,n,n,n,n,n,n,s8,1.189646361,-0.197340994,4
n,n,n,n,y,y,y,y,n,n,n,n,n,n,s9,0.824890559,0.029595881,4
n,n,n,n,y,y,y,y,n,n,n,n,n,n,qc,0.696454048,0.043887557,4
n,n,n,n,y,y,y,y,n,n,n,n,n,n,c3,0.860189979,0.122493999,4
n,n,n,n,y,y,y,n,y,n,n,n,n,n,s3,1.169731704,0.137848301,4
n,n,n,n,y,y,y,n,y,n,n,n,n,n,s7,0.97114586,0.016293349,4
n,n,n,n,y,y,y,n,y,n,n,n,n,n,s9,0.635665477,0.200710523,4
n,n,n,n,y,y,y,n,y,n,n,n,n,n,qc,1.846498899,-0.468992092,4
n,n,n,n,y,y,y,n,y,n,n,n,n,n,c3,0.833642624,0.210320354,4
n,n,n,n,y,y,y,n,n,y,n,n,n,n,s3,1.242929728,-0.179489359,4
n,n,n,n,y,y,y,n,n,y,n,n,n,n,s7,0.639304725,0.19843038,4
n,n,n,n,y,y,y,n,n,y,n,n,n,n,s8,0.574208052,0.393655575,4
n,n,n,n,y,y,y,n,n,y,n,n,n,n,qc,1.167220511,-0.254103086,4
n,n,n,n,y,y,y,n,n,y,n,n,n,n,c3,0.406597257,0.614845056,4
n,n,n,n,y,y,y,n,n,n,y,n,n,n,s3,1.016055983,-0.104335923,4
n,n,n,n,y,y,y,n,n,n,y,n,n,n,s7,0.820982407,-0.089129032,4
n,n,n,n,y,y,y,n,n,n,y,n,n,n,s8,0.578736478,0.38887371,4
n,n,n,n,y,y,y,n,n,n,y,n,n,n,s9,0.63339357,0.440600794,4
n,n,n,n,y,y,y,n,n,n,y,n,n,n,c3,0.802609133,0.139882155,4
n,n,n,n,y,y,y,n,n,n,n,n,n,y,s3,0.911205962,0.023666628,4
n,n,n,n,y,y,y,n,n,n,n,n,n,y,s7,0.494238501,0.013319532,4
n,n,n,n,y,y,y,n,n,n,n,n,n,y,s8,0.815513803,0.303463421,4
n,n,n,n,y,y,y,n,n,n,n,n,n,y,s9,0.64185296,0.384095592,4
n,n,n,n,y,y,y,n,n,n,n,n,n,y,qc,0.956421318,-0.087529707,4
n,n,n,n,y,y,n,y,y,n,n,n,n,n,s3,0.778671394,0.104886388,4
n,n,n,n,y,y,n,y,y,n,n,n,n,n,s6,0.75396194,0.355880373,4
n,n,n,n,y,y,n,y,y,n,n,n,n,n,s9,0.281884911,0.54600423,4
n,n,n,n,y,y,n,y,y,n,n,n,n,n,qc,1.078924845,-0.068930657,4
n,n,n,n,y,y,n,y,y,n,n,n,n,n,c3,0.560270629,0.31676885,4
n,n,n,n,y,y,n,y,n,y,n,n,n,n,s3,0.61340382,0.4354424,4
n,n,n,n,y,y,n,y,n,y,n,n,n,n,s6,0.932952165,-0.023995244,4
n,n,n,n,y,y,n,y,n,y,n,n,n,n,s8,0.471478626,0.642708217,4
n,n,n,n,y,y,n,y,n,y,n,n,n,n,qc,0.881509435,-0.103864661,4
n,n,n,n,y,y,n,y,n,y,n,n,n,n,c3,0.828115868,0.21555565,4
n,n,n,n,y,y,n,y,n,n,y,n,n,n,s3,0.609858991,0.298942932,4
n,n,n,n,y,y,n,y,n,n,y,n,n,n,s6,0.45792958,0.360435194,4
n,n,n,n,y,y,n,y,n,n,y,n,n,n,s8,0.884874146,-0.068717014,4
n,n,n,n,y,y,n,y,n,n,y,n,n,n,s9,0.730275978,0.343806897,4
n,n,n,n,y,y,n,y,n,n,y,n,n,n,c3,1.093426847,-0.242916667,4
n,n,n,n,y,y,n,y,n,n,n,n,n,y,s3,0.841132841,0.258638745,4
n,n,n,n,y,y,n,y,n,n,n,n,n,y,s6,1.077945693,0.186441329,4
n,n,n,n,y,y,n,y,n,n,n,n,n,y,s8,0.737696384,0.28003122,4
n,n,n,n,y,y,n,y,n,n,n,n,n,y,s9,0.223525095,0.739880099,4
n,n,n,n,y,y,n,y,n,n,n,n,n,y,qc,1.133493338,-0.470237698,4
n,n,n,n,y,y,n,n,y,y,n,n,n,n,s3,0.82024529,0.292680084,4
n,n,n,n,y,y,n,n,y,y,n,n,n,n,s6,1.069316498,-0.006748651,4
n,n,n,n,y,y,n,n,y,y,n,n,n,n,s7,0.654751436,0.221770769,4
n,n,n,n,y,y,n,n,y,y,n,n,n,n,qc,0.815480412,0.206199612,4
n,n,n,n,y,y,n,n,y,y,n,n,n,n,c3,0.608804697,0.307961473,4
n,n,n,n,y,y,n,n,y,n,y,n,n,n,s3,0.78187314,0.128420894,4
n,n,n,n,y,y,n,n,y,n,y,n,n,n,s6,0.963020601,0.139429644,4
n,n,n,n,y,y,n,n,y,n,y,n,n,n,s7,0.814315422,0.259915592,4
n,n,n,n,y,y,n,n,y,n,y,n,n,n,s9,0.834256004,0.331360935,4
n,n,n,n,y,y,n,n,y,n,y,n,n,n,c3,0.63956571,0.272994913,4
n,n,n,n,y,y,n,n,y,n,n,n,n,y,s3,0.580060533,0.39693237,4
n,n,n,n,y,y,n,n,y,n,n,n,n,y,s6,0.732039243,0.371700429,4
n,n,n,n,y,y,n,n,y,n,n,n,n,y,s7,0.971110967,-0.232625156,4
n,n,n,n,y,y,n,n,y,n,n,n,n,y,s9,0.248014619,0.670334663,4
n,n,n,n,y,y,n,n,y,n,n,n,n,y,qc,1.005580312,-0.041766723,4
n,n,n,n,y,y,n,n,n,y,y,n,n,n,s3,0.726868165,0.125214483,4
n,n,n,n,y,y,n,n,n,y,y,n,n,n,s6,0.79058749,0.178671851,4
n,n,n,n,y,y,n,n,n,y,y,n,n,n,s7,0.817254285,-0.018475168,4
n,n,n,n,y,y,n,n,n,y,y,n,n,n,s8,0.298698623,0.652282672,4
n,n,n,n,y,y,n,n,n,y,y,n,n,n,c3,0.601732991,0.355151515,4
n,n,n,n,y,y,n,n,n,y,n,n,n,y,s3,1.00531634,0.133088262,4
n,n,n,n,y,y,n,n,n,y,n,n,n,y,s6,0.740931189,0.290199853,4
n,n,n,n,y,y,n,n,n,y,n,n,n,y,s7,0.791492882,0.324683823,4
n,n,n,n,y,y,n,n,n,y,n,n,n,y,s8,0.419203277,0.602903827,4
n,n,n,n,y,y,n,n,n,y,n,n,n,y,qc,1.013587296,0.012813966,4
n,n,n,n,y,y,n,n,n,n,y,n,n,y,s3,0.891428086,0.078552816,4
n,n,n,n,y,y,n,n,n,n,y,n,n,y,s6,0.672085306,0.338995288,4
n,n,n,n,y,y,n,n,n,n,y,n,n,y,s7,0.847041912,-0.235273059,4
n,n,n,n,y,y,n,n,n,n,y,n,n,y,s8,0.841277727,0.167374804,4
n,n,n,n,y,y,n,n,n,n,y,n,n,y,s9,0.711344843,0.248790036,4
n,n,n,n,y,n,y,y,y,n,n,n,n,n,s3,0.6070664,0.438756764,4
n,n,n,n,y,n,y,y,y,n,n,n,n,n,s5,0.611826643,0.380881647,4
n,n,n,n,y,n,y,y,y,n,n,n,n,n,s9,0.693635501,0.298091075,4
n,n,n,n,y,n,y,y,y,n,n,n,n,n,qc,1.007033792,-0.480420602,4
n,n,n,n,y,n,y,y,y,n,n,n,n,n,c3,0.436657131,0.586370419,4
n,n,n,n,y,n,y,y,n,y,n,n,n,n,s3,1.154360966,-0.328046946,4
n,n,n,n,y,n,y,y,n,y,n,n,n,n,s5,0.498024334,0.484875757,4
n,n,n,n,y,n,y,y,n,y,n,n,n,n,s8,0.60862312,0.432514059,4
n,n,n,n,y,n,y,y,n,y,n,n,n,n,qc,1.222953807,-0.376379954,4
n,n,n,n,y,n,y,y,n,y,n,n,n,n,c3,0.542170412,0.499819187,4
n,n,n,n,y,n,y,y,n,n,y,n,n,n,s3,0.721103017,0.143637993,4
n,n,n,n,y,n,y,y,n,n,y,n,n,n,s5,0.872167587,0.159787402,4
n,n,n,n,y,n,y,y,n,n,y,n,n,n,s8,0.651385795,0.131896552,4
n,n,n,n,y,n,y,y,n,n,y,n,n,n,s9,0.458504134,0.390548345,4
n,n,n,n,y,n,y,y,n,n,y,n,n,n,c3,1.205882333,-0.292286457,4
n,n,n,n,y,n,y,y,n,n,n,n,n,y,s3,0.729634085,0.161256716,4
n,n,n,n,y,n,y,y,n,n,n,n,n,y,s5,0.711623446,0.314449431,4
n,n,n,n,y,n,y,y,n,n,n,n,n,y,s8,0.849488863,0.145016643,4
n,n,n,n,y,n,y,y,n,n,n,n,n,y,s9,0.469690708,0.422260423,4
n,n,n,n,y,n,y,y,n,n,n,n,n,y,qc,1.310948559,-0.344143925,4
n,n,n,n,y,n,y,n,y,y,n,n,n,n,s3,1.269674743,-0.059864665,4
n,n,n,n,y,n,y,n,y,y,n,n,n,n,s5,0.724432266,0.287406688,4
n,n,n,n,y,n,y,n,y,y,n,n,n,n,s7,0.83983361,0.162708897,4
n,n,n,n,y,n,y,n,y,y,n,n,n,n,qc,0.942964813,0.108529694,4
n,n,n,n,y,n,y,n,y,y,n,n,n,n,c3,0.418414158,0.489758035,4
n,n,n,n,y,n,y,n,y,n,y,n,n,n,s3,0.571660859,0.033243397,4
n,n,n,n,y,n,y,n,y,n,y,n,n,n,s5,0.427923015,0.446801301,4
n,n,n,n,y,n,y,n,y,n,y,n,n,n,s7,0.892647811,-0.119214888,4
n,n,n,n,y,n,y,n,y,n,y,n,n,n,s9,0.392750533,0.518397326,4
n,n,n,n,y,n,y,n,y,n,y,n,n,n,c3,0.577414939,0.410961432,4
n,n,n,n,y,n,y,n,y,n,n,n,n,y,s3,0.883974143,0.093437176,4
n,n,n,n,y,n,y,n,y,n,n,n,n,y,s5,0.503552478,0.399670601,4
n,n,n,n,y,n,y,n,y,n,n,n,n,y,s7,0.747734142,0.008043345,4
n,n,n,n,y,n,y,n,y,n,n,n,n,y,s9,0.359106987,0.508920738,4
n,n,n,n,y,n,y,n,y,n,n,n,n,y,qc,1.065547521,-0.078021982,4
n,n,n,n,y,n,y,n,n,y,y,n,n,n,s3,0.609524483,0.356987509,4
n,n,n,n,y,n,y,n,n,y,y,n,n,n,s5,0.979890979,0.176528503,4
n,n,n,n,y,n,y,n,n,y,y,n,n,n,s7,0.589187575,0.480591431,4
n,n,n,n,y,n,y,n,n,y,y,n,n,n,s8,0.728134108,0.366902198,4
n,n,n,n,y,n,y,n,n,y,y,n,n,n,c3,0.235969954,0.747122279,4
n,n,n,n,y,n,y,n,n,y,n,n,n,y,s3,0.850590259,-0.139231539,4
n,n,n,n,y,n,y,n,n,y,n,n,n,y,s5,0.580757659,0.28425088,4
n,n,n,n,y,n,y,n,n,y,n,n,n,y,s7,0.877749803,0.257251729,4
n,n,n,n,y,n,y,n,n,y,n,n,n,y,s8,0.439334421,0.576040954,4
n,n,n,n,y,n,y,n,n,y,n,n,n,y,qc,0.990589462,0.106648203,4
n,n,n,n,y,n,y,n,n,n,y,n,n,y,s3,0.839535282,0.087521764,4
n,n,n,n,y,n,y,n,n,n,y,n,n,y,s5,0.783363377,0.126754186,4
n,n,n,n,y,n,y,n,n,n,y,n,n,y,s7,0.883297862,0.273485389,4
n,n,n,n,y,n,y,n,n,n,y,n,n,y,s8,0.57603944,0.528326565,4
n,n,n,n,y,n,y,n,n,n,y,n,n,y,s9,0.570379988,0.440003331,4
n,n,n,n,y,n,n,y,y,y,n,n,n,n,s3,0.923850989,0.074359992,4
n,n,n,n,y,n,n,y,y,y,n,n,n,n,s5,1.03619342,-0.252443546,4
n,n,n,n,y,n,n,y,y,y,n,n,n,n,s6,0.785589344,0.088263545,4
n,n,n,n,y,n,n,y,y,y,n,n,n,n,qc,1.136937771,-0.321207983,4
n,n,n,n,y,n,n,y,y,y,n,n,n,n,c3,0.67243918,0.235627088,4
n,n,n,n,y,n,n,y,y,n,y,n,n,n,s3,1.108524977,0.100286929,4
n,n,n,n,y,n,n,y,y,n,y,n,n,n,s5,0.636358071,0.345836551,4
n,n,n,n,y,n,n,y,y,n,y,n,n,n,s6,0.787143866,0.008512254,4
n,n,n,n,y,n,n,y,y,n,y,n,n,n,s9,0.523326491,0.437842634,4
n,n,n,n,y,n,n,y,y,n,y,n,n,n,c3,0.906182425,0.075575705,4
n,n,n,n,y,n,n,y,y,n,n,n,n,y,s3,0.823706927,-0.052186648,4
n,n,n,n,y,n,n,y,y,n,n,n,n,y,s5,0.935693906,0.195829895,4
n,n,n,n,y,n,n,y,y,n,n,n,n,y,s6,0.734674818,0.337062323,4
n,n,n,n,y,n,n,y,y,n,n,n,n,y,s9,0.485364382,0.541303182,4
n,n,n,n,y,n,n,y,y,n,n,n,n,y,qc,1.440877024,-0.495098315,4
n,n,n,n,y,n,n,y,n,y,y,n,n,n,s3,0.513248715,0.358092629,4
n,n,n,n,y,n,n,y,n,y,y,n,n,n,s5,0.77075678,0.008072989,4
n,n,n,n,y,n,n,y,n,y,y,n,n,n,s6,1.282908623,-0.333730943,4
n,n,n,n,y,n,n,y,n,y,y,n,n,n,s8,0.229365912,0.685651812,4
n,n,n,n,y,n,n,y,n,y,y,n,n,n,c3,0.704817424,0.332351828,4
n,n,n,n,y,n,n,y,n,y,n,n,n,y,s3,0.728668026,0.389256674,4
n,n,n,n,y,n,n,y,n,y,n,n,n,y,s5,0.685151565,0.003230985,4
n,n,n,n,y,n,n,y,n,y,n,n,n,y,s6,0.693134269,0.385440437,4
n,n,n,n,y,n,n,y,n,y,n,n,n,y,s8,0.505923594,0.543684414,4
n,n,n,n,y,n,n,y,n,y,n,n,n,y,qc,1.312988676,0.041986011,4
n,n,n,n,y,n,n,y,n,n,y,n,n,y,s3,0.540682064,0.466828449,4
n,n,n,n,y,n,n,y,n,n,y,n,n,y,s5,0.724438994,0.067681759,4
n,n,n,n,y,n,n,y,n,n,y,n,n,y,s6,0.790627221,0.180936174,4
n,n,n,n,y,n,n,y,n,n,y,n,n,y,s8,0.622501137,-0.124236215,4
n,n,n,n,y,n,n,y,n,n,y,n,n,y,s9,0.435011577,0.509634499,4
n,n,n,n,y,n,n,n,y,y,y,n,n,n,s3,1.00323902,0.263586156,4
n,n,n,n,y,n,n,n,y,y,y,n,n,n,s5,0.737230872,0.243303676,4
n,n,n,n,y,n,n,n,y,y,y,n,n,n,s6,0.963018958,0.242589343,4
n,n,n,n,y,n,n,n,y,y,y,n,n,n,s7,0.638296111,0.353448173,4
n,n,n,n,y,n,n,n,y,y,y,n,n,n,c3,0.60457484,0.407924598,4
n,n,n,n,y,n,n,n,y,y,n,n,n,y,s3,0.903301281,0.035734293,4
n,n,n,n,y,n,n,n,y,y,n,n,n,y,s5,0.420067711,0.523263473,4
n,n,n,n,y,n,n,n,y,y,n,n,n,y,s6,0.804252467,0.055465182,4
n,n,n,n,y,n,n,n,y,y,n,n,n,y,s7,1.293378223,0.033781387,4
n,n,n,n,y,n,n,n,y,y,n,n,n,y,qc,1.170789253,-0.169012182,4
n,n,n,n,y,n,n,n,y,n,y,n,n,y,s3,0.606007815,0.291456958,4
n,n,n,n,y,n,n,n,y,n,y,n,n,y,s5,0.468276304,0.522532927,4
n,n,n,n,y,n,n,n,y,n,y,n,n,y,s6,0.683273205,0.184572155,4
n,n,n,n,y,n,n,n,y,n,y,n,n,y,s7,0.940555006,0.317203222,4
n,n,n,n,y,n,n,n,y,n,y,n,n,y,s9,0.447914302,0.592277384,4
n,n,n,n,y,n,n,n,n,y,y,n,n,y,s3,0.475504453,0.399016378,4
n,n,n,n,y,n,n,n,n,y,y,n,n,y,s5,0.644455305,0.160390922,4
n,n,n,n,y,n,n,n,n,y,y,n,n,y,s6,0.570021169,0.38844799,4
n,n,n,n,y,n,n,n,n,y,y,n,n,y,s7,1.001420589,0.089866478,4
n,n,n,n,y,n,n,n,n,y,y,n,n,y,s8,0.381920874,0.495363428,4
n,n,n,n,n,y,y,y,y,n,n,n,n,n,s3,0.631825371,0.231221138,4
n,n,n,n,n,y,y,y,y,n,n,n,n,n,s4,1.165295786,-0.122710911,4
n,n,n,n,n,y,y,y,y,n,n,n,n,n,s9,0.644145751,0.256953084,4
n,n,n,n,n,y,y,y,y,n,n,n,n,n,qc,1.410036329,-0.30898542,4
n,n,n,n,n,y,y,y,y,n,n,n,n,n,c3,0.476032148,0.569568616,4
n,n,n,n,n,y,y,y,n,y,n,n,n,n,s3,1.147087726,0.075261172,4
n,n,n,n,n,y,y,y,n,y,n,n,n,n,s4,1.127762228,-0.11628612,4
n,n,n,n,n,y,y,y,n,y,n,n,n,n,s8,0.650926991,0.328243845,4
n,n,n,n,n,y,y,y,n,y,n,n,n,n,qc,1.082959592,-0.367099541,4
n,n,n,n,n,y,y,y,n,y,n,n,n,n,c3,0.433466884,0.617827853,4
n,n,n,n,n,y,y,y,n,n,y,n,n,n,s3,0.783487011,0.184847069,4
n,n,n,n,n,y,y,y,n,n,y,n,n,n,s4,0.682708351,0.291811301,4
n,n,n,n,n,y,y,y,n,n,y,n,n,n,s8,0.961620229,-0.119429384,4
n,n,n,n,n,y,y,y,n,n,y,n,n,n,s9,0.71703617,0.450538699,4
n,n,n,n,n,y,y,y,n,n,y,n,n,n,c3,0.912616431,0.186363585,4
n,n,n,n,n,y,y,y,n,n,n,n,n,y,s3,1.270167323,-0.442780426,4
n,n,n,n,n,y,y,y,n,n,n,n,n,y,s4,1.004275056,-0.191612334,4
n,n,n,n,n,y,y,y,n,n,n,n,n,y,s8,0.601285516,0.245496565,4
